ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0679742115,Vox: A Novel,Nicholson Baker,1995,Vintage Books USA,http://images.amazon.com/images/P/0679742115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679742115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679742115.01.LZZZZZZZ.jpg
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg
0449002985,Your Oasis on Flame Lake (Ballantine Reader's Circle),LORNA LANDVIK,1998,Ballantine Books,http://images.amazon.com/images/P/0449002985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449002985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449002985.01.LZZZZZZZ.jpg
0395859972,The Blue Flower,Penelope Fitzgerald,1997,Mariner Books,http://images.amazon.com/images/P/0395859972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395859972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395859972.01.LZZZZZZZ.jpg
0440212561,Outlander,DIANA GABALDON,1992,Dell,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg
0821769278,Plain Jane,Fern Michaels,2002,Zebra Books,http://images.amazon.com/images/P/0821769278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821769278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821769278.01.LZZZZZZZ.jpg
0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books,http://images.amazon.com/images/P/0515133302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.LZZZZZZZ.jpg
0771014899,Verdict in Blood (Joanne Kilbourn Mysteries (Paperback)),GAIL BOWEN,1999,McClelland &amp; Stewart,http://images.amazon.com/images/P/0771014899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771014899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771014899.01.LZZZZZZZ.jpg
0684801051,TIME AND AGAIN,Jack Finney,1995,Touchstone,http://images.amazon.com/images/P/0684801051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801051.01.LZZZZZZZ.jpg
042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.LZZZZZZZ.jpg
0060973617,Up the Down Staircase,Bel Kaufman,1991,Perennial,http://images.amazon.com/images/P/0060973617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973617.01.LZZZZZZZ.jpg
0452283027,Farm Fatale: A Comedy of Country Manors,Wendy Holden,2002,Plume Books,http://images.amazon.com/images/P/0452283027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283027.01.LZZZZZZZ.jpg
0689868278,When Lightning Strikes (1-800-Where-R-You),Meg Cabot,2004,Simon Pulse,http://images.amazon.com/images/P/0689868278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689868278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689868278.01.LZZZZZZZ.jpg
0446692298,Fat Girls and Lawn Chairs,Cheryl Peck,2004,Warner Books,http://images.amazon.com/images/P/0446692298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446692298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446692298.01.LZZZZZZZ.jpg
0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial,http://images.amazon.com/images/P/0688177859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177859.01.LZZZZZZZ.jpg
8420646113,El Fantasma De Canterville,Oscar Wilde,1996,Alianza,http://images.amazon.com/images/P/8420646113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420646113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420646113.01.LZZZZZZZ.jpg
0553573136,Couplehood,PAUL REISER,1995,Bantam,http://images.amazon.com/images/P/0553573136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg
0805063196,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,2002,Metropolitan Books,http://images.amazon.com/images/P/0805063196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805063196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805063196.01.LZZZZZZZ.jpg
0060505885,The Scandalous Summer of Sissy LeBlanc : A Novel,Loraine Despres,2002,Perennial,http://images.amazon.com/images/P/0060505885.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060505885.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060505885.01.LZZZZZZZ.jpg
0312926294,The Carousel,Rosamunde Pilcher,1991,St. Martin's Press,http://images.amazon.com/images/P/0312926294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312926294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312926294.01.LZZZZZZZ.jpg
0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books,http://images.amazon.com/images/P/0446603716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg
0440193613,Wanderlust,Danielle Steel,1987,Dell,http://images.amazon.com/images/P/0440193613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg
0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0743460529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.LZZZZZZZ.jpg
0671741209,Stranger Is Watching,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671741209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671741209.01.LZZZZZZZ.jpg
0671002821,Deep Water Passage,Ann Linnea,1997,Pocket,http://images.amazon.com/images/P/0671002821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671002821.01.LZZZZZZZ.jpg
0890877033,Living Juicy: Daily Morsels for Your Creative Soul,Sark,1994,Celestial Arts,http://images.amazon.com/images/P/0890877033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890877033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890877033.01.LZZZZZZZ.jpg
0446601977,Parable of the Sower,Octavia E. Butler,1995,Warner Books,http://images.amazon.com/images/P/0446601977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601977.01.LZZZZZZZ.jpg
0393307050,Master and Commander (Aubrey-Maturin (Paperback)),Patrick O'Brian,1990,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393307050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393307050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393307050.01.LZZZZZZZ.jpg
0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.LZZZZZZZ.jpg
1573222127,Miracle at St. Anna,James McBride,2002,Riverhead Books,http://images.amazon.com/images/P/1573222127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573222127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573222127.01.LZZZZZZZ.jpg
0385297661,Daddy,Danielle Steel,1989,Delacorte Press,http://images.amazon.com/images/P/0385297661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385297661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385297661.01.LZZZZZZZ.jpg
0345362721,Peachtree Road,Anne Rivers Siddons,1989,Ballantine Books,http://images.amazon.com/images/P/0345362721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345362721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345362721.01.LZZZZZZZ.jpg
0743458168,Science Fiction: The Best of 2002 (Science Fiction: The Best of ...),Robert Silverberg,2003,I Books,http://images.amazon.com/images/P/0743458168.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743458168.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743458168.01.LZZZZZZZ.jpg
0140386351,A Girl Named Disaster,Nancy Farmer,1998,Puffin Books,http://images.amazon.com/images/P/0140386351.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140386351.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140386351.01.LZZZZZZZ.jpg
0394711556,Alone of All Her Sex: Myth and Cult of Virgin Mary,Marina Warner,1983,Vintage Books USA,http://images.amazon.com/images/P/0394711556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394711556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394711556.01.LZZZZZZZ.jpg
0671745085,ROAD TO NOWHERE : ROAD TO NOWHERE,Christopher Pike,1993,Simon Pulse,http://images.amazon.com/images/P/0671745085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671745085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671745085.01.LZZZZZZZ.jpg
0140258795,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,1996,Penguin Books,http://images.amazon.com/images/P/0140258795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140258795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140258795.01.LZZZZZZZ.jpg
0061099708,Colony,Anne Rivers Siddons,1993,HarperTorch,http://images.amazon.com/images/P/0061099708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099708.01.LZZZZZZZ.jpg
0440109930,Ceremony,ROBERT PARKER,1992,Dell,http://images.amazon.com/images/P/0440109930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440109930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440109930.01.LZZZZZZZ.jpg
0440180953,A Savage Place,Robert B. Parker,1992,Dell,http://images.amazon.com/images/P/0440180953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440180953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440180953.01.LZZZZZZZ.jpg
0340750626,The Evidence Exposed,Elizabeth George,1999,Not Avail,http://images.amazon.com/images/P/0340750626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340750626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340750626.01.LZZZZZZZ.jpg
0060594330,Cheaper by the Dozen,Frank B. Gilbreth,2003,HarperTorch,http://images.amazon.com/images/P/0060594330.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060594330.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060594330.01.LZZZZZZZ.jpg
0812550773,Irish Lace (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,1997,Forge,http://images.amazon.com/images/P/0812550773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812550773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812550773.01.LZZZZZZZ.jpg
1853261580,The Little Prince (Wordsworth Collection),Antoine de Saint-Exup̩ry,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853261580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853261580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853261580.01.LZZZZZZZ.jpg
0061031321,Thief of Time,Terry Pratchett,2002,HarperTorch,http://images.amazon.com/images/P/0061031321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061031321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061031321.01.LZZZZZZZ.jpg
0590453688,"Say Cheese and Die! (Goosebumps, No 4)",R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/0590453688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590453688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590453688.01.LZZZZZZZ.jpg
0553266578,The Unwanted,John Saul,1987,Bantam Books,http://images.amazon.com/images/P/0553266578.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553266578.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553266578.01.LZZZZZZZ.jpg
0451162145,Koko,Peter Straub,1995,Signet Book,http://images.amazon.com/images/P/0451162145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451162145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451162145.01.LZZZZZZZ.jpg
0515101230,The Cat Who Went Underground,Lilian Jackson Braun,1991,Jove Books,http://images.amazon.com/images/P/0515101230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515101230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515101230.01.LZZZZZZZ.jpg
0843952016,The Rising,Brian Keene,2004,Leisure Books,http://images.amazon.com/images/P/0843952016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843952016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843952016.01.LZZZZZZZ.jpg
0439049962,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,1999,Scholastic,http://images.amazon.com/images/P/0439049962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439049962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439049962.01.LZZZZZZZ.jpg
0345307615,Split Infinity (Apprentice Adept (Paperback)),Piers Anthony,1982,Del Rey Books,http://images.amazon.com/images/P/0345307615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345307615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345307615.01.LZZZZZZZ.jpg
0671787187,We Band of Angels : The Untold Story of American Nurses Trapped on Bataan by the Japanese,Elizabeth M. Norman,2000,Atria,http://images.amazon.com/images/P/0671787187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671787187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671787187.01.LZZZZZZZ.jpg
080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg
0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.LZZZZZZZ.jpg
0671567993,"The Garden (Star Trek Voyager, No 11)",Melissa Scott,1997,Star Trek,http://images.amazon.com/images/P/0671567993.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671567993.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671567993.01.LZZZZZZZ.jpg
0671733893,"Q-In-Law (Star Trek The Next Generation, No 18)",Peter David,1991,Star Trek,http://images.amazon.com/images/P/0671733893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671733893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671733893.01.LZZZZZZZ.jpg
0671011367,Deja Dead,Kathy Reichs,1998,Pocket,http://images.amazon.com/images/P/0671011367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671011367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671011367.01.LZZZZZZZ.jpg
0515136549,The Sherbrooke Twins,Catherine Coulter,2004,Jove Books,http://images.amazon.com/images/P/0515136549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136549.01.LZZZZZZZ.jpg
0671019716,Shades Of Twilight,Linda Howard,1997,Pocket,http://images.amazon.com/images/P/0671019716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671019716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671019716.01.LZZZZZZZ.jpg
0671034057,Now You See Her,Linda Howard,1999,Pocket Books,http://images.amazon.com/images/P/0671034057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034057.01.LZZZZZZZ.jpg
0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,http://images.amazon.com/images/P/0553569910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg
0312253435,The Cassandra Compact: A Covert-One Novel,Robert Ludlum,2001,St. Martin's Press,http://images.amazon.com/images/P/0312253435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312253435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312253435.01.LZZZZZZZ.jpg
0312986319,The Last Temptation (A Dr. Tony Hill &amp; Carol Jordan Mystery),Val McDermid,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312986319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312986319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312986319.01.LZZZZZZZ.jpg
0671793152,"MYSTERY ON MAKATUNK ISLAND (HARDY BOYS 125) : MYSTERY ON MAKATUNK ISLAND (Hardy Boys, 125)",Franklin W. Dixon,1994,Aladdin,http://images.amazon.com/images/P/0671793152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671793152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671793152.01.LZZZZZZZ.jpg
0425081818,The Talisman,Stephen King,1985,Berkley Publishing Group,http://images.amazon.com/images/P/0425081818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425081818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425081818.01.LZZZZZZZ.jpg
0553213172,Anne of the Island,Lucy Maud Montgomery,1983,Bantam Classics,http://images.amazon.com/images/P/0553213172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.LZZZZZZZ.jpg
3442429552,Die Puppenspieler,Tanja Kinkel,0,Goldmann Verlag,http://images.amazon.com/images/P/3442429552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442429552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442429552.01.LZZZZZZZ.jpg
0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg
0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision,http://images.amazon.com/images/P/0446608815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608815.01.LZZZZZZZ.jpg
0140178406,Aunt Dimity's Death (Aunt Dimity (Paperback)),Nancy Atherton,1993,Penguin Books,http://images.amazon.com/images/P/0140178406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140178406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140178406.01.LZZZZZZZ.jpg
0385472943,The Runaway Jury,JOHN GRISHAM,1996,Doubleday,http://images.amazon.com/images/P/0385472943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472943.01.LZZZZZZZ.jpg
2738107915,Les nourritures affectives,Boris Cyrulnik,2000,Odile Jacob,http://images.amazon.com/images/P/2738107915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2738107915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2738107915.01.LZZZZZZZ.jpg
0451142934,Skeleton Crew,Stephen King,1986,New Amer Library,http://images.amazon.com/images/P/0451142934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451142934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451142934.01.LZZZZZZZ.jpg
0451408462,Drop Dead Gorgeous,Heather Graham,1998,Onyx Books,http://images.amazon.com/images/P/0451408462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451408462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451408462.01.LZZZZZZZ.jpg
0440206146,Black Sunday,Thomas Harris,1991,Dell Publishing Company,http://images.amazon.com/images/P/0440206146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440206146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440206146.01.LZZZZZZZ.jpg
0684195976,BODY FARM,Patricia Cornwell,1994,Scribner,http://images.amazon.com/images/P/0684195976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684195976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684195976.01.LZZZZZZZ.jpg
0553560441,The Road to Omaha,Robert Ludlum,1993,Bantam Books,http://images.amazon.com/images/P/0553560441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560441.01.LZZZZZZZ.jpg
0449217264,Alaska,James A. Michener,1994,Fawcett Books,http://images.amazon.com/images/P/0449217264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449217264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449217264.01.LZZZZZZZ.jpg
0345298349,Gorky Park,Martin Cruz Smith,1993,Ballantine Books,http://images.amazon.com/images/P/0345298349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345298349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345298349.01.LZZZZZZZ.jpg
0140276904,Jemima J,Jane Green,0,Penguin Putnam~trade,http://images.amazon.com/images/P/0140276904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140276904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140276904.01.LZZZZZZZ.jpg
006050918X,City of the Beasts,Isabel Allende,2002,HarperCollins,http://images.amazon.com/images/P/006050918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006050918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006050918X.01.LZZZZZZZ.jpg
0312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312955006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312955006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312955006.01.LZZZZZZZ.jpg
0060936231,Soul Mountain,Gao Xingjian,2001,Perennial,http://images.amazon.com/images/P/0060936231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060936231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060936231.01.LZZZZZZZ.jpg
0399146113,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2000,Penguin Putnam,http://images.amazon.com/images/P/0399146113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146113.01.LZZZZZZZ.jpg
0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316781010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316781010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316781010.01.LZZZZZZZ.jpg
0865472807,Hard Laughter: A Novel,Anne Lamott,1987,North Point Press,http://images.amazon.com/images/P/0865472807.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0865472807.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0865472807.01.LZZZZZZZ.jpg
1556612966,The Measure of a Heart (Women of the West),Janette Oke,1992,Bethany House Publishers,http://images.amazon.com/images/P/1556612966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556612966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556612966.01.LZZZZZZZ.jpg
0064400018,Little House in the Big Woods,Laura Ingalls Wilder,1953,HarperTrophy,http://images.amazon.com/images/P/0064400018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400018.01.LZZZZZZZ.jpg
0380698714,Sideways Stories from Wayside School (Wayside School),Louis Sachar,1985,HarperTrophy,http://images.amazon.com/images/P/0380698714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380698714.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380698714.01.LZZZZZZZ.jpg
0345404769,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books,http://images.amazon.com/images/P/0345404769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404769.01.LZZZZZZZ.jpg
9074336329,Want dit is mijn lichaam,Renate Dorrestein,1997,Contact,http://images.amazon.com/images/P/9074336329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9074336329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9074336329.01.LZZZZZZZ.jpg
0451160533,She Who Remembers,Linda Lay Shuler,1989,Signet Book,http://images.amazon.com/images/P/0451160533.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160533.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160533.01.LZZZZZZZ.jpg
0142002593,A Mind of Its Own: A Cultural History of the Penis,David M. Friedman,2003,Penguin Books,http://images.amazon.com/images/P/0142002593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142002593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142002593.01.LZZZZZZZ.jpg
055356983X,Anne Frank's Tales from the Secret Annex,Anne Frank,1994,Bantam Books,http://images.amazon.com/images/P/055356983X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356983X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356983X.01.LZZZZZZZ.jpg
0380731819,I Who Never Known Men,Jacqueline Harpman,1998,Eos,http://images.amazon.com/images/P/0380731819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380731819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380731819.01.LZZZZZZZ.jpg
0141301104,The Witches (Puffin Novels),Roald Dahl,1998,Puffin Books,http://images.amazon.com/images/P/0141301104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141301104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141301104.01.LZZZZZZZ.jpg
