User-ID,Location,Age
94421,"cambridge, england, united kingdom",30.0
94787,"cleveland, ohio, usa",24.0
94853,"christchurch, canterbury, new zealand",27.0
94923,"brick, new jersey, usa",40.0
95010,"san jose, california, usa",32.0
95181,"cape girardeau, missouri, usa",20.0
95193,"bellingham, washington, usa",69.0
95261,"adelaide, south australia, australia",32.0
95316,"fredericton, new brunswick, canada",32.0
95359,"charleston, west virginia, usa",33.0
95741,"guelph, ontario, canada",29.0
95848,"hamburg, hamburg, germany",39.0
95902,"barcelona, catalunya, spain",57.0
95903,"mason, ohio, usa",27.0
95923,"bloomfield, new jersey, usa",17.0
95991,"santa ana, california, usa",28.0
96054,"ottawa, ontario, canada",29.0
96194,"brooklyn, new york, usa",34.0
96475,"vila nova de gaia, porto, portugal",26.0
96819,"stoke-on-trent, staffordshire, united kingdom",51.0
97122,"indiana and philadelphia, pennsylvania, usa",21.0
97473,"cambridge, ontario, canada",32.0
97598,"bielefeld, nordrhein-westfalen, germany",43.0
97620,"san francisco, california, usa",32.0
97623,"helsinki, uusimaa, finland",39.0
97754,"schenectady, new york, usa",46.0
97874,"n/a, british columbia, canada",32.0
97945,"omaha, nebraska, usa",34.0
98026,"yarmouth, nova scotia,",40.0
98297,"espoo, uusimaa, finland",24.0
98346,"cusseta, georgia, usa",32.0
98356,"west blocton, alabama, usa",45.0
98391,"morrow, georgia, usa",52.0
98510,"toronto, ontario, canada",21.0
98547,"columbia, south carolina, usa",43.0
98647,"selayang, selangor, malaysia",26.0
98707,"mainz, rheinland-pfalz, germany",35.0
98741,"fairbanks, alaska, usa",30.0
98758,"calgary, alberta, canada",25.0
98886,"dunedin, n/a, new zealand",27.0
99064,"winston-salem, north carolina, usa",32.0
99193,"medford, oregon, usa",51.0
99261,"milton, florida, usa",45.0
99312,"apple valley, minnesota, usa",28.0
99641,"gainesville, florida, usa",35.0
99946,"chicago, illinois, usa",32.0
99955,"lockport, new york, usa",14.0
99992,"darwin, northern territory, australia",55.0
100115,"new lenox, illinois, usa",42.0
100223,"st. george, south carolina, usa",32.0
100459,"bay area, california, usa",38.0
100578,"dublin, co. dublin, ireland",46.0
100644,"heilbronn, baden-wuerttemberg, germany",26.0
100822,"tenafly, new jersey, usa",54.0
100846,"plainfield, illinois, usa",39.0
100852,"bloomington, indiana, usa",43.0
100906,"seattle, washington, usa",34.0
101513,"falls church, virginia, usa",39.0
101515,"bonn, nordrhein-westfalen, germany",28.0
101521,"dallas, texas, usa",54.0
101620,"brookland, arkansas, usa",32.0
101731,"prince george, british columbia, canada",32.0
101851,"keizer, oregon, usa",29.0
101876,"nicholasville, kentucky, usa",38.0
101882,"harrodsburg, kentucky, usa",18.0
102076,"verona, veneto, italy",32.0
102110,"huber heights, ohio, usa",24.0
102220,"acapulco, n/a, mexico",54.0
102275,"saint clair, michigan, usa",52.0
102322,"selm, nrw, germany",54.0
102359,"springfield, oregon, usa",32.0
102398,"windsor, ontario, canada",21.0
102532,"barcelona, catalunya, spain",59.0
102647,"modesto, california, usa",14.0
102675,"new gloucester, maine, usa",17.0
102702,"honolulu, hawaii, usa",34.0
102705,"ottawa, ontario, canada",22.0
102967,"olympia, washington, usa",54.0
103304,"st louis, missouri, usa",44.0
103515,"luzern, luzern, switzerland",32.0
103528,"seattle, washington, usa",32.0
103541,"linz, oberoesterreich, austria",24.0
104399,"middletown, ohio, usa",29.0
104429,"brainerd, minnesota, usa",39.0
104578,"jackson, michigan, usa",32.0
104636,"youngstown, ohio, usa",32.0
104665,"altoona, iowa, usa",30.0
104812,"woodstock, maryland, usa",19.0
104880,"madison, wisconsin, usa",21.0
105028,"kuala lumpur, federal territory, malaysia",22.0
105116,"sierning, oberösterreich, austria",25.0
105517,"calgary, alberta, canada",28.0
105795,"elche, alicante, spain",24.0
105979,"oakland, california, usa",26.0
106086,"austin, texas, usa",9.0
106197,"surrey, british columbia, canada",32.0
106225,"chicago, illinois, usa",38.0
106280,"toronto, ,",32.0
106388,"sarasota, florida, usa",27.0
106417,"sw ranches, florida, usa",32.0
106816,"independence, missouri, usa",57.0
106936,"hamilton, ontario, canada",48.0
107099,"ann arbor, michigan, usa",27.0
107301,"west kensington, london, united kingdom",31.0
107453,"chunchula, alabama, usa",18.0
107456,"brisbane, california, usa",32.0
107514,"chula vista, california, usa",8.0
107773,"coldrerio, ticino, switzerland",38.0
107784,"tarentum, pennsylvania, usa",32.0
107951,"tübingen, baden-württemberg, germany",32.0
108155,"indianapolis, indiana, usa",29.0
108285,"appleton, wisconsin, usa",22.0
108321,"acoruña, a coruña, spain",33.0
108336,"santa cruz, california, usa",32.0
108404,"munich, bayern, germany",35.0
108773,"él médano, santa cruz de tenerife, canary islands, spain",57.0
108914,"renton, washington, usa",32.0
108950,"voorhees, new jersey, usa",43.0
109461,"oklahoma city, oklahoma, usa",30.0
109955,"adelaide, south australia, australia",32.0
110029,"norwich, england, united kingdom",27.0
110160,"kelseyville, california, usa",30.0
110483,"fredericton, new brunswick, canada",30.0
110746,"wrexham, wales, united kingdom",59.0
110912,"milpitas, california, usa",36.0
110934,"kirkland, washington, usa",46.0
110973,"wiley ford, west virginia, usa",43.0
111288,"ketchum, idaho, usa",32.0
111358,"cameron, west virginia, usa",69.0
111538,"genova, liguria, italy",27.0
111578,"fremont, california, usa",32.0
111847,"sabine pass, texas, usa",38.0
111924,"pekin, illinois, usa",61.0
111947,"albuquerque, new mexico, usa",30.0
112001,"barren springs, virginia, usa",43.0
112026,"lakewood, washington, usa",17.0
112227,"perth, western australia, australia",25.0
112408,"paramus, nj, usa",48.0
112412,"oakland, california, usa",30.0
112541,"sydney, new south wales, australia",22.0
112914,"alameda, california, usa",32.0
113266,"lisboa, lisboa, portugal",25.0
113334,"calgary, alberta, canada",40.0
113475,"harrisonville, missouri, usa",36.0
113519,"pleasanton, california, usa",32.0
113564,"brest, bretagne, france",24.0
113568,"kansas city, missouri, usa",32.0
113745,"montoursville, pennsylvania, usa",32.0
113817,"melbourne, victoria, australia",25.0
113904,"baltimore, maryland, usa",31.0
113908,"cowichan bay, british columbia, canada",51.0
113951,"new york, new york, usa",32.0
113955,"webster, new york, usa",16.0
114078,"amsterdam, noord-holland, netherlands",32.0
114143,"patterson lakes, ,",31.0
114368,"mechanicsville, maryland, usa",33.0
114414,"edinburg, texas, usa",27.0
114444,"alexandria, virginia, usa",34.0
114446,"cardiff, wales, united kingdom",26.0
114544,"antelope, california, usa",35.0
114868,"edmonton, alberta, canada",31.0
114885,"london, england, united kingdom",22.0
114893,"harrogate, england, united kingdom",32.0
114988,"temple, texas, usa",37.0
115003,"asheville, north carolina, usa",43.0
115120,"sherman oaks, california, usa",29.0
115234,"st. peters, missouri, usa",32.0
115435,"cincinnati, ohio, usa",30.0
115490,"dekalb, illinois, usa",32.0
115589,"frankfurt am main, hessen, germany",44.0
115777,"madrid, madrid, spain",47.0
115904,"bolton, lancashire, united kingdom",27.0
116041,"mckinney, texas, usa",34.0
116123,"cornelius, oregon, usa",21.0
116223,"chicago, illinois, usa",24.0
116301,"colonial heights, virginia, usa",30.0
116400,"mentor, ohio, usa",32.0
116428,"pickering, ontario, canada",47.0
116466,"elk city, oklahoma, usa",25.0
116552,"chicago, illinois, usa",34.0
116599,"tehran, tehran, iran",29.0
116630,"syracuse, new york, usa",61.0
116669,"london, england, united kingdom",42.0
117210,"st louis, missouri,",35.0
117318,"tucson, arizona, usa",32.0
117539,"rock hill, south carolina, usa",30.0
117577,"baltimore, maryland, usa",32.0
117873,"evanston, illinois, usa",50.0
117877,"wilton, connecticut, usa",32.0
118135,"porto, porto, portugal",29.0
118688,"stuttgart, baden-württemberg, germany",41.0
119248,"fpo, ap, usa",12.0
119282,"chicago, illinois, usa",32.0
119575,"north vancouver, british columbia, canada",30.0
119643,"houston, texas, usa",32.0
119833,"alkmaar, noord-holland, netherlands",42.0
119859,"besançon, franche-comté, france",53.0
120093,"merrick, acworth, new york, georgia, usa",59.0
120440,"fenton, missouri, usa",11.0
120548,"ourense, ourense, spain",39.0
120565,"singapore, n/a, singapore",38.0
120600,"atlanta, georgia, usa",48.0
121093,"washington dc, dc, usa",32.0
121119,"sag harbor, new york, usa",50.0
121170,"arlington, virginia, usa",30.0
121261,"cottage grove, minnesota, usa",32.0
121594,"columbia, south carolina, usa",63.0
121606,"petaling jaya, selangor, malaysia",23.0
121988,"vestal, new york, usa",47.0
122216,"grand junction, colorado, usa",32.0
122429,"kamuela, hawaii, usa",48.0
122506,"coralville, iowa, usa",27.0
122793,"omemee, ontario, canada",46.0
122938,"san diego, california, usa",22.0
123095,"hollywood, maryland, usa",32.0
123257,"circleville, ohio, usa",20.0
123320,"toronto, ontario, canada",24.0
123430,"manning, south carolina, usa",32.0
123608,"los banos, california, usa",17.0
123625,"geelong, victoria, australia",22.0
123805,"coon rapids, minnesota, usa",37.0
123867,"kearns, utah, usa",32.0
123883,"topeka, kansas, usa",18.0
123981,"phoenix, arizona, usa",46.0
124259,"boulder, colorado, usa",32.0
124310,"salem, south carolina, usa",53.0
124348,"paris, paris, france",25.0
124474,"canon city, colorado, usa",53.0
124489,"mt.view, hawaii, usa",32.0
124506,"lake oswego, oregon, usa",32.0
124645,"ottawa, ontario, canada",32.0
124692,"edmonton, alberta, canada",32.0
124874,"warren, new jersey, usa",32.0
124876,"redford, michigan, usa",23.0
124942,"olympia, washington, usa",32.0
125031,"alburquerque, ,",32.0
125039,"lafayette, indiana, usa",27.0
125240,"albany, oregon, usa",35.0
125287,"atlanta, georgia, usa",40.0
125538,"kingston, ontario, canada",35.0
125692,"elmira, new york, usa",28.0
125736,"atlanta, georgia, usa",17.0
125774,"tehran, tehran, iran",36.0
125779,"san diego, california, usa",32.0
125863,"new york, new york, usa",32.0
125878,"foxboro, massachusetts, usa",32.0
126015,"georgetown, ontario, canada",47.0
126053,"harrodsburg, kentucky, usa",16.0
126170,"amersfoort, utrecht, netherlands",18.0
126296,"ramsey, huntingdon, cambridgeshire, united kingdom",41.0
126395,"arkansas, arkansas, usa",28.0
126432,"boston, massachusetts, usa",26.0
126585,"north saanich, british columbia, canada",32.0
126697,"hershey, pennsylvania, usa",30.0
126726,"stone mountain, georgia, usa",34.0
126736,"fulton, missouri, usa",38.0
126783,"wolverhampton, england, united kingdom",44.0
126803,"cambridge, illinois, usa",47.0
126812,"mobile, alabama, usa",32.0
126911,"virginia beach, virginia, usa",57.0
127114,"takoma park, maryland, usa",32.0
127129,"langley, british columbia, canada",32.0
127204,"albuquerque, new mexico, usa",63.0
127233,"marietta, georgia, usa",29.0
127429,"kansas city, missouri, usa",23.0
127673,"toronto, ontario, canada",33.0
127678,"manitou, manitoba, canada",63.0
127762,"pickerington, ohio, usa",32.0
127779,"whitehorse, yukon territory, canada",32.0
127800,"buckfield, maine, usa",31.0
127826,"duluth, georgia, usa",32.0
128208,"san antonio, texas, usa",34.0
128325,"toledo, ohio, usa",43.0
128331,"chittenango, new york, usa",24.0
128442,"dallas, ohio, usa",32.0
128835,"bellingham, washington, usa",60.0
129074,"marietta, georgia, usa",51.0
129358,"highland, california, usa",36.0
129563,"henderson, nevada, usa",32.0
129690,"valley stream, new york, usa",34.0
129851,"philadelphia, pennsylvania, usa",35.0
129929,"manchester, new hampshire,",32.0
130474,"nashville, tennessee, usa",33.0
130554,"sandpoint, idaho, usa",32.0
130571,"summerville, south carolina, usa",32.0
130654,"plano, texas, usa",49.0
131046,"ellington, connecticut, usa",26.0
131402,"governors bay, canterbury, new zealand",32.0
131459,"durango, euskal herria askatu!!!, spain",22.0
131675,"nijmegen, gelderland, netherlands",36.0
131855,"farnborough, hampshire, united kingdom",31.0
131975,"plainfield, illinois, usa",32.0
132373,"oceanside, california, usa",45.0
132663,"newport beach, california, usa",44.0
132934,"phoenix, arizona, ysa",32.0
133418,"plano, texas, usa",32.0
133567,"frankfurt am main, hessen, germany",57.0
133819,"brussels, brussels, belgium",31.0
133935,"north arlington, new jersey, usa",28.0
133981,"vista, california, usa",32.0
134483,"roanoke, virginia, usa",32.0
134692,"bekasi, west java, indonesia",33.0
134705,"calgary, alberta, canada",29.0
134797,"elk grove, california, usa",32.0
135045,"spring, texas, usa",29.0
135074,"ramstein, rheinland-pfalz, germany",47.0
135149,"ft. pierce, florida, usa",32.0
135176,"port dover, ontario, canada",56.0
135265,"groton, connecticut, usa",32.0
135351,"greenwood, south carolina, usa",23.0
135367,"braunschweig, niedersachsen, germany",37.0
135398,"alexandria, kentucky, usa",40.0
135460,"herndon, ,",32.0
135473,"portales, ,",24.0
135704,"naboomspruit, limpopo, south africa",66.0
135768,"reno, nevada, usa",46.0
135799,"detroit, michigan, usa",50.0
135831,"potomac falls, virginia, usa",32.0
135879,"rohnert park, california, usa",32.0
135902,"birmingham, n/a, united kingdom",20.0
136136,"seattle, washington, usa",32.0
136348,"oceanside, new york, usa",51.0
136560,"genova, liguria, italy",31.0
136747,"marcellus, michigan, usa",31.0
136908,"trento, trentino alto adige, italy",30.0
137010,"bathurst, new south wales, australia",14.0
137137,"cincinnati, ,",32.0
137452,"boston, massachusetts, usa",32.0
137515,"gurnee, illinois, usa",58.0
137589,"enterprise, oregon, usa",35.0
137591,"hendersonville, north carolina, usa",32.0
137688,"medford, new york, usa",46.0
137816,"gijon, asturias, spain",32.0
137956,"geneva, geneva, switzerland",27.0
137966,"kassel, hessen, germany",32.0
137968,"kalamazoo, michigan, usa",73.0
138097,"winter park, florida, usa",35.0
138198,"edmonton, alberta, canada",37.0
138298,"waco, texas, usa",50.0
138441,"merrimack, new hampshire, usa",34.0
138543,"mesquite, texas, usa",21.0
138602,"bremerton, washington, usa",36.0
138822,"sacramento, california, usa",31.0
138844,"winnipeg, manitoba, canada",40.0
138995,"keyser, west virginia, usa",47.0
139183,"san francisco, california, usa",32.0
139221,"memphis, tennessee, usa",47.0
139323,"london, ontario, canada",32.0
139359,"fort myers, florida, usa",36.0
139467,"norfolk, virginia, usa",53.0
139742,"toronto, ontario, canada",36.0
139747,"charlotte, north carolina, usa",32.0
139913,"monett, missouri, usa",54.0
140000,"london, england, united kingdom",32.0
140036,"milford, michigan, usa",35.0
140069,"victoria, british columbia, canada",29.0
140291,"braunschweig, niedersachsen, germany",27.0
140510,"marratxí, florida, spain",43.0
140576,"st. louis, missouri, usa",29.0
140822,"nürnberg, bayern, germany",54.0
140863,"bonn, nordrhein-westfalen, germany",32.0
140879,"duesseldorf, nordrhein-westfalen, germany",36.0
141109,"lisboa, lisboa, portugal",28.0
141210,"tübingen, baden-württemberg, germany",32.0
141309,"saskatoon, saskatchewan, canada",27.0
141441,"st. louis, missouri, usa",51.0
141493,"dove canyon, california, usa",44.0
141511,"framingham, massachusetts, usa",30.0
141774,"gijon, asturias, spain",32.0
141901,"christchurch, canterbury, new zealand",43.0
141902,"newport news, virginia, usa",51.0
142017,"louisville, kentucky, usa",32.0
142041,"crystal lake, ,",32.0
142256,"winfield, alberta, canada",52.0
142276,"melbourne, victoria, australia",49.0
142454,"wien, wien, austria",33.0
142523,"maple ridge, british columbia, canada",43.0
142524,"detroit, michigan, usa",36.0
142540,"derbyshire, england, england",51.0
143134,"marion, arkansas, usa",27.0
143163,"weaverville, california, usa",26.0
143175,"blythewood, south carolina, usa",28.0
143253,"dyersburg, tennessee, usa",27.0
143415,"bellingham, washington, usa",50.0
143683,"cincinnati, ohio, usa",48.0
143715,"chicago, illinois, usa",32.0
143792,"nottingham, england, united kingdom",25.0
143809,"evanston, illinois, usa",21.0
143964,"chardon, ohio, usa",26.0
144162,"tacoma, washington, usa",35.0
144455,"summerville, south carolina, usa",40.0
144531,"pleasanton, california, usa",37.0
144555,"northbrook, illinois, usa",37.0
144925,"morro bay, california, usa",32.0
145165,"sydney, new south wales, australia",38.0
145449,"virginia beach, virginia, usa",32.0
145451,"winter haven, florida, usa",63.0
145619,"middletown, connecticut, usa",36.0
145657,"nashville, tennessee, usa",52.0
145694,"brunn am gebirge, niederösterreich, austria",32.0
145861,"rochester, new york, usa",39.0
145916,"pontelambro, lombardia, italy",27.0
145992,"colorado springs, colorado, usa",46.0
146113,"cary, north carolina, usa",32.0
146348,"tigard, oregon, usa",32.0
146564,"bardstown, kentucky, usa",43.0
146699,"hillsborough, new jersey, usa",32.0
146709,"dallas, texas, usa",32.0
146803,"n/a, n/a, usa",32.0
147141,"portland, oregon, usa",21.0
147451,"herne bay, england, united kingdom",37.0
147649,"paris, n/a, france",25.0
147847,"greenville, illinois, usa",32.0
148282,"benbrook, texas, usa",32.0
148695,"palm desert, california, usa",26.0
148744,"campbellsport, wisconsin, usa",67.0
148806,"pittsburgh, pennsylvania, usa",54.0
148966,"barstow, california, usa",35.0
149069,"struthers, ohio, usa",30.0
149084,"germantown, maryland, usa",32.0
149198,"cincinnati, ohio, usa",17.0
149512,"albuquerque, new mexico, usa",32.0
149647,"madrid, madrid, spain",27.0
149661,"ventura, california, usa",32.0
149690,"logan city, queensland, australia",35.0
149907,"hendersonville, north carolina, usa",42.0
149908,"hull, england, united kingdom",29.0
149909,"sungai petani, kedah, malaysia",22.0
150124,"york, nebraska, usa",30.0
150291,"bonn, ,",24.0
150546,"walterswil, schweiz, switzerland",32.0
150814,"greenwood, south carolina, usa",42.0
150896,"vancouver, washington, usa",30.0
151002,"burkburnett, texas, usa",32.0
151605,"santa cruz, california, usa",32.0
151613,"channahon, illinois, usa",47.0
151702,"warner robins, georgia, usa",18.0
151790,"austin, texas, usa",26.0
151799,"bismarck, north dakota, usa",27.0
151806,"christchurch, canterbury, new zealand",50.0
151824,"san diego, california, usa",32.0
152036,"yankton, south dakota, usa",47.0
152249,"salt lake, utah, usa",32.0
152458,"lisbon, portugal, portugal",24.0
152514,"san diego, california, usa",61.0
153032,"albuquerque, new mexico, usa",14.0
153115,"eden valley, minnesota, usa",30.0
153361,"jacksonville, arkansas, usa",44.0
153513,"little rock, arkansas, usa",31.0
153527,"houston, texas, usa",57.0
153563,"muncie, indiana, usa",32.0
153570,"wien, wien, austria",25.0
153662,"ft. stewart, georgia, usa",44.0
153718,"round lake, illinois, usa",27.0
153797,"tulsa, oklahoma, usa",31.0
154070,"wellman, iowa, usa",38.0
154675,"alhambra, california, usa",29.0
154730,"encinitas, california, usa",42.0
154926,"janesville, wisconsin, usa",46.0
154927,"seattle, washington, usa",32.0
154992,"maryland heights, missouri, usa",40.0
155057,"bulle, fribourg, switzerland",29.0
155147,"seattle, washington, usa",60.0
155173,"aurora, colorado, usa",32.0
155444,"port st. john, florida, usa",51.0
155495,"hood river, oregon, usa",26.0
155580,"fairport, new york, usa",61.0
155743,"san simeon, california, usa",32.0
155769,"elche, alicante, spain",24.0
155802,"vienna, vienna, austria",32.0
155916,"perth, western australia, australia",27.0
155989,"punta gorda, florida, usa",39.0
156106,"torrance, california, usa",71.0
156150,"howell, new jersey, usa",36.0
156214,"new bern, north carolina, usa",59.0
156502,"zaragoza, aragón, spain",33.0
156706,"bellevue, nebraska, usa",19.0
156798,"gt. barrington, massachusetts, usa",32.0
156971,"pierrefonds, picardie, france",32.0
157247,"deventer, overijssel, netherlands",48.0
157273,"dripping springs, texas, usa",37.0
157655,"sydney, new south wales, australia",45.0
157886,"e palatka, florida, usa",32.0
157916,"accrington, lancashire, united kingdom",32.0
158226,"oslo, oslo, norway",26.0
158254,"asheville, north carolina, usa",28.0
158295,"cleveland, ohio, usa",32.0
159020,"auckland, n/a, new zealand",29.0
159031,"rensselaer, new york, usa",31.0
159033,"taneytown, maryland, usa",46.0
159137,"waban, massachusetts, usa",42.0
159390,"dannenfels, rheinland-pfalz, germany",36.0
159429,"pisa, toscana, italy",53.0
159455,"salmiya, medan hawalli, kuwait",32.0
159868,"cortlandt manor, new york, usa",32.0
160032,"heidelberg, baden-württemberg, germany",32.0
160077,"monterey, california, usa",32.0
160196,"rochster, new york, usa",59.0
160401,"akron, ohio, usa",30.0
160410,"gelsenkirchen, nordrhein-westfalen, germany",32.0
160412,"köln, nordrhein-westfalen, germany",32.0
160413,"köln, nordrhein-westfalen, germany",32.0
160434,"san francisco, california, usa",29.0
160541,"ashford, england, united kingdom",32.0
160558,"hooksett, new hampshire, usa",28.0
160681,"niles, michigan, usa",28.0
160819,"miami, florida, usa",43.0
161102,"babson park, massachusetts, usa",34.0
161200,"catonsville, maryland, usa",43.0
161299,"covina, california, usa",41.0
161348,"palmdale, california, usa",17.0
161480,"chapelle sur erdre, loire atlantique, france",26.0
161511,"kitchener, ontario, canada",32.0
161752,"mesa, arizona, usa",58.0
161870,"steubenville, ohio, usa",32.0
161873,"vancouver, british columbia, canada",33.0
161936,"gisborne, victoria, australia",53.0
162155,"federal way, washington, usa",57.0
162438,"newnan, georgia, usa",32.0
162473,"waterloo, ontario, canada",29.0
162639,"kelso, washington, usa",32.0
163202,"los angeles, california, usa",26.0
163349,"hammonton, nj  08037, new jersey, usa",50.0
163433,"edmonton, alberta, canada",32.0
163570,"lincoln, new brunswick, canada",50.0
163600,"burbank, california, usa",17.0
163759,"abertillery, wales, united kingdom",37.0
163821,"lompoc, california, usa",32.0
163897,"verdun, quebec, canada",39.0
163973,"são paulo, são paulo, brazil",46.0
164096,"lisboa, lisboa, portugal",29.0
164110,"phoenix, arizona, usa",60.0
164492,"miami, florida, usa",46.0
164675,"portland, oregon, usa",55.0
164705,"crawley, england, united kingdom",25.0
164828,"duncanville, alabama, usa",32.0
164905,"tuscaloosa, alabama, usa",29.0
164926,"ann arbor, michigan, usa",25.0
165232,"saint albans, west virginia, usa",23.0
165295,"flint, michigan, usa",43.0
165308,"new berlin, wisconsin, usa",33.0
165319,"tucson, arizona, usa",28.0
165806,"cardiff, wales, united kingdom",57.0
165838,"woods hole, massachusetts, usa",60.0
165932,"tokyo, tokyo-to, japan",32.0
166123,"cortez, colorado, usa",32.0
166327,"tigard, ,",66.0
166596,"greenwood, british columbia, canada",57.0
166813,"winchester, virginia, usa",32.0
166824,"nova, virginia, usa",32.0
167156,"new orleans, louisiana, usa",32.0
167243,"tampere, pirkanmaa, finland",22.0
167349,"keller, texas, usa",33.0
167455,"oakdale, california, usa",39.0
167471,"milton, ontario, canada",29.0
167509,"melbourne, victoria, australia",26.0
167800,"olive branch, mississippi, usa",57.0
168006,"missoula, montana, usa",61.0
168047,"oxford, connecticut, usa",28.0
168545,"boise, idaho,",31.0
169027,"reynoldsburg, ohio, usa",32.0
169192,"knoxville, tennessee, usa",35.0
169233,"chicago, illinois, usa",27.0
169492,"south berwick, maine, usa",55.0
169699,"vadnais heights, minnesota, usa",40.0
169722,"london, england, united kingdom",32.0
169766,"la grande, oregon, usa",32.0
169859,"sydney, new south wales, australia",23.0
170073,"aberdeen, scotland, united kingdom",32.0
170137,"san rafael, california, usa",32.0
170158,"strasbourg, alsace, france",23.0
170184,"melton mowbray, england, united kingdom",51.0
170192,"hamburg, hamburg, germany",32.0
170229,"chicago, illinois, usa",56.0
170513,"butler, pennsylvania, usa",32.0
170518,"gaithersburg, maryland, usa",61.0
170530,"barrie, ontario, canada",37.0
170564,"rockford, illinois, usa",38.0
170575,"bethlehem, pennsylvania, usa",32.0
170595,"maiden, north carolina, usa",34.0
170634,"crystal lake, illinois, usa",32.0
170742,"o`fallon, missouri, usa",41.0
170861,"hopkinton, massachusetts, usa",44.0
171003,"escanaba, michigan, usa",32.0
171065,"yancey, texas, usa",32.0
171078,"langley, british columbia, canada",43.0
171118,"toronto, ontario, canada",47.0
171422,"victoria, british columbia, canada",32.0
171471,"wells, somerset, united kingdom",24.0
171542,"bochum, nrw, germany",32.0
171594,"alexandria, virginia, usa",24.0
171638,"trout creek, montana, usa",50.0
172030,"rainsville, alabama, usa",30.0
172061,"portland, oregon, usa",25.0
172507,"fairfax, virginia, usa",33.0
172512,"louisville, kentucky, usa",25.0
172742,"astoria, oregon, usa",44.0
172760,"san antonio, texas, usa",29.0
172847,"washington, d.c., district of columbia, usa",32.0
172888,"valence, rhône alpes, france",57.0
172941,"egmond aan zee, noord-holland, netherlands",38.0
173343,"westminster, maryland, usa",32.0
173415,"chicago, illinois, usa",31.0
173632,"graz, steiermark, austria",36.0
173711,"lubbock, texas, usa",32.0
173835,"manchester, missouri, usa",53.0
173881,"festus, missouri, usa",32.0
173990,"67346, rheinland-pfalz, germany",35.0
174092,"holybourne, england, united kingdom",34.0
174216,"hamilton, ohio, usa",36.0
174304,"st. louis, missouri, usa",26.0
174615,"toronto, ontario, canada",32.0
174683,"sutherlin, virginia, usa",40.0
174726,"san diego, california, usa",32.0
174752,"peterborough, england, united kingdom",32.0
174791,"long beach, california, usa",38.0
174827,"lexington, kentucky, usa",46.0
174830,"college station, texas, usa",32.0
174848,"metuchen, new jersey, usa",32.0
175003,"round rock, texas, usa",33.0
175092,"napa, california, usa",15.0
175100,"walled lake, ,",55.0
175145,"durham, north carolina, usa",33.0
175287,"roanoke, virginia, usa",32.0
175329,"san diego, california, usa",32.0
175493,"münchen, bayern, germany",30.0
175559,"philadelphia, pennsylvania, usa",32.0
175576,"ottawa, ontario, canada",30.0
175886,"hindmarsh island, south australia, australia",52.0
176180,"sao paulo, sao paulo, brazil",34.0
176459,"brossard, quebec, canada",30.0
176658,"houston, texas, usa",33.0
176668,"minot, north dakota, usa",23.0
176742,"braunschweig, niedersachsen, germany",39.0
176875,"tampere, pirkanmaa, finland",31.0
176887,"surrey, england, united kingdom",30.0
176950,"portland, oregon, usa",32.0
177021,"sebastopol, california, usa",35.0
177040,"cicero, new york, usa",27.0
177072,"moberly, missouri, usa",47.0
177073,"moberly, missouri, usa",32.0
177090,"ashland, missouri, usa",37.0
177195,"bayside, new york, usa",20.0
177277,"plymouth, england, united kingdom",30.0
177319,"st. rose, louisiana, usa",32.0
177374,"kingston, washington, usa",32.0
177432,"wichita, kansas, usa",33.0
177458,"ottawa, ontario, canada",29.0
177635,"christchurch, canterbury, new zealand",15.0
177660,"lille, nord, france",32.0
177737,"goshen, indiana, usa",32.0
178035,"pembroke, , canada",81.0
178181,"bloomfield hills, michigan, usa",32.0
178405,"lausanne, vaud, switzerland",24.0
178667,"freehold, new jersey, usa",34.0
178797,"porto, porto, portugal",29.0
178920,"san francisco, california, usa",31.0
179288,"russell, massachusetts, usa",50.0
179730,"harmony, rhode island, usa",32.0
179733,"greenville, texas, usa",26.0
179751,"wembley, western australia, australia",27.0
179944,"chicago, illinois, usa",24.0
179978,"perry, new york, usa",28.0
180348,"fredericksburg, virginia, usa",40.0
180586,"creston, british columbia, canada",32.0
180707,"croydon, victoria, australia",46.0
180754,"new york, new york, usa",32.0
180802,"wilmington, delaware, usa",35.0
180860,"london, ontario, canada",32.0
181076,"stony plain, alberta, canada",53.0
181077,"rosebud, alberta, canada",35.0
181176,"st. louis, missouri, usa",43.0
181212,"roswell, georgia, usa",32.0
181223,"windham, new hampshire, usa",32.0
181436,"los angeles, ,",30.0
181666,"oviedo, florida, usa",40.0
182085,"ginsheim, hessen, germany",32.0
182117,"mesa, arizona, usa",32.0
182183,"junee, new south wales, australia",26.0
182506,"orlando, florida, usa",40.0
182517,"duisburg, hamburg, germany",32.0
182527,"pekin, illinois, usa",62.0
182746,"jacksonville, florida, usa",44.0
182775,"cochin, kerala, india",30.0
182781,"new york, new york, usa",54.0
182987,"armentia, álava, spain",32.0
182993,"carneys point, new jersey, usa",40.0
183046,"toronto, ontario, canada",32.0
183061,"manchester, connecticut, usa",30.0
183090,"fairfax, virginia, usa",32.0
183277,"asheville, north carolina, usa",38.0
183284,"stamford, connecticut, usa",32.0
183367,"honolulu, hawaii, usa",32.0
183532,"sherman, texas, usa",35.0
183722,"huntsville, alabama, usa",41.0
183753,"sydney, new south wales, australia",26.0
183887,"bremerton, washington, usa",32.0
183909,"rochester, new york, usa",29.0
183995,"columbus (grandview heights), ohio, usa",49.0
